popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,profit
0.028456,3,43,Boy,James Rolleston|Craig Hall|Taika Waititi|Te Aho Aho Eketone-Whitu|Ei Kura Albert,Taika Waititi,new zealand|maori|farm|goat|duringcreditsstinger,87,Drama|Comedy,New Zealand Film Commission|Unison Films|Whenua Films,26,7.3,2010,40
8.947905,63000000,100853753,Fight Club,Edward Norton|Brad Pitt|Meat Loaf|Jared Leto|Helena Bonham Carter,David Fincher,support group|dual identity|nihilism|rage and hate|insomnia,139,Drama,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment,5923,8.1,1999,37853753
7.753899,63000000,463517383,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,Lilly Wachowski|Lana Wachowski,saving the world|artificial intelligence|man vs machine|philosophy|prophecy,136,Action|Science Fiction,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,6351,7.8,1999,400517383
3.55571999999999,15000000,356296601,American Beauty,Kevin Spacey|Annette Bening|Thora Birch|Wes Bentley|Mena Suvari,Sam Mendes,adultery|coming out|loss of father|first time|camcorder,122,Drama,DreamWorks SKG|Jinks/Cohen Company,1756,7.7,1999,341296601
3.526029,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Liam Neeson|Ewan McGregor|Natalie Portman|Jake Lloyd|Ian McDiarmid,George Lucas,prophecy|senate|queen|taskmaster|galaxy,136,Adventure|Action|Science Fiction,Lucasfilm,2823,6.3,1999,809317558
2.94377,80000000,415885488,The Mummy,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Kevin J. O'Connor,Stephen Sommers,library|secret passage|cairo|egypt|pastor,124,Adventure|Fantasy|Horror|Action|Thriller,Universal Pictures|Alphaville Films,1562,6.3,1999,335885488
2.719461,60000000,284600000,The Green Mile,Tom Hanks|Michael Clarke Duncan|David Morse|Bonnie Hunt|James Cromwell,Frank Darabont,southern u.s.|black people|mentally disabled|indian|heal,189,Fantasy|Drama|Crime,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,2299,8.0,1999,224600000
2.578731,40000000,672806292,The Sixth Sense,Bruce Willis|Haley Joel Osment|Toni Collette|Olivia Williams|Mischa Barton,M. Night Shyamalan,child abuse|sense of guilt|loss of child|confidence|psychology,107,Mystery|Thriller|Drama,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,1753,7.5,1999,632806292
2.129874,135000000,361832400,The World Is Not Enough,Pierce Brosnan|Sophie Marceau|Robert Carlyle|Denise Richards|Robbie Coltrane,Michael Apted,british|mission|oil|james bond|heiress,128,Adventure|Action|Thriller,Eon Productions,509,6.0,1999,226832400
2.069357,10500000,75902208,Cruel Intentions,Sarah Michelle Gellar|Ryan Phillippe|Reese Witherspoon|Selma Blair|Louise Fletcher,Roger Kumble,upper class|sexual obsession|sex|bet|sadistic,97,Drama|Romance|Thriller,Columbia Pictures|Cruel Productions|Newmarket Capital Group,505,6.5,1999,65402208
2.065619,100000000,206071502,Sleepy Hollow,Johnny Depp|Ian McDiarmid|Christina Ricci|Casper Van Dien|Michael Gough,Tim Burton,cut-off head|horseman|head,105,Drama|Fantasy|Thriller|Mystery,Paramount Pictures|American Zoetrope|Mandalay Pictures|Tim Burton Productions|Karol Film Productions,932,6.7,1999,106071502
1.825695,11000000,235483004,American Pie,Jason Biggs|Chris Klein|Thomas Ian Nicholas|Alyson Hannigan|Shannon Elizabeth,Paul Weitz|Chris Weitz,graduation|innocence|coming of age|teenager|high school senior,95,Comedy|Romance,Universal Pictures|Summit Entertainment|Newmarket Capital Group|Zide-Perry Productions,1405,6.4,1999,224483004
1.820318,66000000,212404396,Entrapment,Sean Connery|Catherine Zeta-Jones|Will Patton|Maury Chaykin|Ving Rhames,Jon Amiel,london|new year's eve|skyscraper|burglar|distrust,112,Romance|Drama|Mystery,Fountainbridge Films|Regency Enterprises,355,5.9,1999,146404396
1.810197,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,John Lasseter|Lee Unkrich|Ash Brannon,museum|prosecution|identity crisis|airplane|flea market,92,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,2272,7.2,1999,395015179
1.769152,16000000,53478166,10 Things I Hate About You,Julia Stiles|Heath Ledger|Joseph Gordon-Levitt|Larisa Oleynik|Larry Miller,Gil Junger,sister|high school|cannabis|shakespeare adaptation|deception,97,Comedy|Romance|Drama,Mad Chance|Jaret Entertainment|Touchstone Pictures,947,7.2,1999,37478166
1.72385,42000000,363889678,Notting Hill,Julia Roberts|Hugh Grant|Gina McKee|Tim McInnerny|Rhys Ifans,Roger Michell,london|bookshop|birthday|new love|film maker,124,Comedy,Bookshop Productions|Notting Hill Pictures|Working Title Films|Polygram Filmed Entertainment,688,6.8,1999,321889678
1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe,Jay Roach,saving the world|moon|submarine|clone|spy,95,Crime|Adventure|Action|Comedy|Science Fiction,New Line Cinema|Eric's Boy,583,6.0,1999,277940086
1.43163,2000000,11540607,Boys Don't Cry,Hilary Swank|ChloÃ« Sevigny|Peter Sarsgaard|Brendan Sexton III|Alicia Goranson,Kimberly Peirce,rape|sex|identity|love|friends,118,Crime|Drama,Fox Searchlight Pictures|The Independent Film Channel Productions|IFC Films|Killer Films|Hart-Sharp Entertainment,170,7.0,1999,9540607
1.427794,90000000,60289912,The Insider,Al Pacino|Russell Crowe|Christopher Plummer|Diane Venora|Bruce McGill,Michael Mann,spy|newspaper|research|interview|tobacco,157,Drama|Thriller,Spyglass Entertainment|Forward Pass|Kaitz Productions|Mann/Roth Productions|Touchstone Pictures,249,7.1,1999,-29710088
1.348628,45000000,90683916,Galaxy Quest,Tim Allen|Sigourney Weaver|Alan Rickman|Tony Shalhoub|Sam Rockwell,Dean Parisot,space battle|spaceship|spoof|fictional tv show,102,Comedy|Family|Science Fiction,DreamWorks SKG|Gran Via Productions,406,6.6,1999,45683916
1.329827,65000000,162091208,Eyes Wide Shut,Tom Cruise|Nicole Kidman|Madison Eginton|Jackie Sawiris|Sydney Pollack,Stanley Kubrick,life and death|sexual obsession|free love|heterosexual|christmas party,159,Drama,Hobby Films|Pole Star|Stanley Kubrick Productions|Warner Bros.,623,6.8,1999,97091208
1.328465,13000000,22863596,Being John Malkovich,John Cusack|Cameron Diaz|Catherine Keener|John Malkovich|Orson Bean,Spike Jonze,individual|transvestism|sexual identity|witch|identity,112,Fantasy|Drama|Comedy,Gramercy Pictures|Propaganda Films|Single Cell Pictures,607,7.1,1999,9863596
1.320079,80000000,176885658,Analyze This,Robert De Niro|Billy Crystal|Lisa Kudrow|Chazz Palminteri|Joe Viterelli,Harold Ramis,new york|mafia boss|wedding|psychiatrist,103,Comedy|Crime,Spring Creek Productions|Warner Bros.|Tribeca Productions|Baltimore Pictures,260,6.3,1999,96885658
1.309249,133000000,300135367,Stuart Little,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Nathan Lane,Rob Minkoff,brother brother relationship|based on novel|cat|mouse|adoption,84,Fantasy,Columbia Pictures Corporation|Global Medien KG|Franklin/Waterman Productions,502,5.6,1999,167135367
1.254522,73000000,151493655,The Bone Collector,Denzel Washington|Angelina Jolie|Queen Latifah|Michael Rooker|Michael McGlone,Phillip Noyce,paraplegic|investigation|psychopath,118,Drama|Mystery|Thriller|Crime,Universal Pictures|Columbia Pictures Corporation,463,6.5,1999,78493655
1.221973,170000000,222104681,Wild Wild West,Will Smith|Kevin Kline|Kenneth Branagh|Salma Hayek|M. Emmet Walsh,Barry Sonnenfeld,steampunk|based on tv series|steam locomotive|drag,106,Action|Adventure|Comedy|Drama|Science Fiction,"Todman, Simon, LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment",626,5.2,1999,52104681
1.189386,160000000,61698899,The 13th Warrior,Antonio Banderas|Vladimir Kulich|Dennis StorhÃ¸i|Daniel Southern|Clive Russell,John McTiernan,witch|cave|arabian|scandinavia|bagdad,102,Adventure|Fantasy|Action,Touchstone Pictures,275,6.2,1999,-98301101
1.17388799999999,100000000,211989043,End of Days,Arnold Schwarzenegger|Gabriel Byrne|Kevin Pollak|Robin Tunney|CCH Pounder,Peter Hyams,christianity|sex|new year's eve|pastor|nudity,121,Action|Fantasy|Horror|Mystery,Beacon Communications,247,5.4,1999,111989043
1.152354,24000000,88545092,The Cider House Rules,Tobey Maguire|Charlize Theron|Delroy Lindo|Paul Rudd|Michael Caine,Lasse HallstrÃ¶m,cigarette smoking|african american|incest|drug overdose|war injury,126,Drama,Nina Saxon Film Design|FilmColony|Miramax,145,6.6,1999,64545092
1.150934,70000000,23159305,The Iron Giant,Jennifer Aniston|Harry Connick Jr.|Vin Diesel|Cloris Leachman|James Gammon,Brad Bird,cold war|friendship|giant robot|fear of unknown,86,Adventure|Animation|Family|Fantasy|Science Fiction,Warner Bros. Animation,877,7.5,1999,-46840695
1.139223,60000000,73648228,Deep Blue Sea,Thomas Jane|Saffron Burrows|LL Cool J|Michael Rapaport|Samuel L. Jackson,Renny Harlin,shark attack|shark|alzheimer's disease|killer shark|no opening credits,105,Horror|Action|Thriller|Science Fiction,Village Roadshow Pictures|Warner Bros.|Riche-Ludwig Productions|Groucho III Film Partnership,336,5.5,1999,13648228
1.050599,90000000,161626121,Payback,Mel Gibson|Kris Kristofferson|Gregg Henry|Maria Bello|David Paymer,Paul Abascal|Brian Helgeland,new york|heroin|money|criminal,100,Drama|Action|Thriller|Crime,Paramount Pictures|Icon Entertainment International,305,6.5,1999,71626121
1.03785,70000000,309457509,Runaway Bride,Julia Roberts|Richard Gere|Joan Cusack|Rita Wilson|HÃ©ctor Elizondo,Garry Marshall,small town|self-discovery|just married|reporter|wedding,116,Comedy|Romance,Paramount Pictures|Lakeshore Entertainment|Touchstone Pictures|Interscope Communications,253,5.7,1999,239457509
1.022028,10000000,103166989,She's All That,Freddie Prinze Jr.|Rachael Leigh Cook|Matthew Lillard|Paul Walker|Jodi Lyn O'Keefe,Robert Iscove,tv star|jeep|volleyball|stand-up|misfit,95,Comedy|Romance,Miramax Films|Tapestry Films|FilmColony,248,5.6,1999,93166989
0.993492,70000000,177841558,Double Jeopardy,Tommy Lee Jones|Ashley Judd|Bruce Greenwood|Annabeth Gish|Benjamin Weir,Bruce Beresford,prison|sailboat|sailing trip|women's prison|murder hunt,105,Drama|Mystery|Thriller|Crime,Paramount Pictures,144,6.1,1999,107841558
0.992316,6000000,30471,The Boondock Saints,Willem Dafoe|Norman Reedus|Sean Patrick Flanery|David Della Rocco|David Ferry,Troy Duffy,arbitrary law|boston|twin brother|russian mafia|prologue,108,Action|Thriller|Crime,Franchise Pictures|Brood Syndicate|B.D.S. Productions Inc.,521,7.1,1999,-5969529
0.968204,10000000,12827813,Office Space,Ron Livingston|Jennifer Aniston|David Herman|Ajay Naidu|Diedrich Bader,Mike Judge,suburbia|tow truck|downsizing|rap music|software engineer,89,Comedy|Crime,Twentieth Century Fox Film Corporation|Cubicle Inc.,669,7.3,1999,2827813
0.941202,6000000,10409377,The Virgin Suicides,James Woods|Kathleen Turner|Kirsten Dunst|Josh Hartnett|A.J. Cook,Sofia Coppola,michigan|1970s|youth|family|woman director,97,Drama|Romance,American Zoetrope,460,7.0,1999,4409377
0.937873,100000000,93700000,Bicentennial Man,Robin Williams|Sam Neill|Embeth Davidtz|Oliver Platt|Kiersten Warren,Chris Columbus,android|hologram|freedom|futuristic|robot,131,Comedy|Science Fiction,Laurence Mark Productions|1492 Pictures|Columbia Pictures Corporation|Touchstone Pictures|Radiant Productions,538,6.7,1999,-6300000
0.934621,25000,248000000,The Blair Witch Project,Heather Donahue|Michael C. Williams|Joshua Leonard|Bob Griffith|Jim King,Daniel Myrick|Eduardo SÃ¡nchez,witch|voodoo|legend|sorcery|maryland,81,Horror|Mystery,Artisan Entertainment|Haxan Films,522,6.3,1999,247975000
0.920974,38000000,58401898,The Ninth Gate,Johnny Depp|Frank Langella|Lena Olin|Emmanuelle Seigner|Barbara Jefford,Roman Polanski,new york|obsession|passion for collection|southern france|mephisto,133,Horror|Mystery|Thriller,Bac Films|Kino Vision|Orly Films|R.P. Productions|VÃ­a Digital,384,6.2,1999,20401898
0.92088,50000000,73956241,The Hurricane,Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,Norman Jewison,prison|boxer|boxing match|boxing school|biography,146,Drama,Universal Pictures|Beacon Communications|Azoff Entertainment,226,7.3,1999,23956241
0.907305,16000000,18564088,The Thirteenth Floor,Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert,Josef Rusnak,artificial intelligence|simulation|computer program|virtual reality|dystopia,100,Thriller|Science Fiction|Mystery,Columbia Pictures|Centropolis Film Productions,189,6.5,1999,2564088
0.876587,34200000,234801895,Big Daddy,Adam Sandler|Joey Lauren Adams|Kristy Swanson|Cole Sprouse|Jon Stewart,Dennis Dugan,bachelor|law|vomit|syracuse university|law school,93,Comedy|Drama,Columbia Pictures,479,6.2,1999,200601895
0.823494,40000000,96618699,8MM,Nicolas Cage|Joaquin Phoenix|James Gandolfini|Chris Bauer|Anthony Heald,Joel Schumacher,pornography|porn actor|loss of daughter|child pornography|private investigator,123,Thriller|Crime|Mystery,Columbia Pictures Corporation|Hofflund/Polone|Global Entertainment Productions GmbH & Company Medien KG,248,6.0,1999,56618699
0.82073,10000000,30652890,Dogma,Ben Affleck|Matt Damon|Linda Fiorentino|Jason Mewes|Chris Rock,Kevin Smith,angel|wisconsin|church service|church|aftercreditsstinger,130,Fantasy|Comedy|Adventure,Lions Gate|View Askew Productions,472,6.6,1999,20652890
0.778786,80000000,91188905,The Haunting,Liam Neeson|Catherine Zeta-Jones|Owen Wilson|Lili Taylor|Bruce Dern,Jan de Bont,trauma|castle|haunted house|insomnia|bone,113,Horror|Thriller|Fantasy|Mystery,DreamWorks SKG|Roth-Arnold Productions,178,5.3,1999,11188905
0.746054,75000000,93888180,Forces of Nature,Sandra Bullock|Ben Affleck|Maura Tierney|Steve Zahn|Blythe Danner,Bronwen Hughes,cataclysm|airplane|singles|travel|wedding,105,Comedy,DreamWorks SKG|Roth-Arnold Productions,81,5.2,1999,18888180
0.744837,35000000,40263020,Blast from the Past,Brendan Fraser|Alicia Silverstone|Christopher Walken|Sissy Spacek|Nathan Fillion,Hugh Wilson,isolation|atomic bomb|bunker|fallout shelter,112,Comedy|Romance,New Line Cinema|Forge|Midnight Sun Pictures,114,6.2,1999,5263020
0.731802,80000000,118880016,Message in a Bottle,Kevin Costner|Robin Wright|Paul Newman|John Savage|Illeana Douglas,Luis Mandoki,sailboat|anonymous letter|sailing|love letter|bottle,131,Drama,Bel Air Entertainment|DiNovi Pictures|Tiger Productions,112,5.7,1999,38880016
0.72669,60000000,149705852,The General's Daughter,John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson,Simon West,suicide|detective|based on novel|bondage|general,116,Crime|Drama|Mystery|Thriller,Paramount Pictures|MFP Munich Film Partners GmbH & Company I. Produktions KG|Krane Entertainment|Neufeld Rehme Productions,103,5.9,1999,89705852
0.725013,29000000,50041732,Stigmata,Patricia Arquette|Gabriel Byrne|Jonathan Pryce|Nia Long|Thomas Kopache,Rupert Wainwright,vatican|miracle|christian|faith|clergyman,103,Horror|Thriller,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),103,5.8,1999,21041732
0.716336,12000000,21133087,Stir of Echoes,Kevin Bacon|Zachary David Cope|Kathryn Erbe|Illeana Douglas|Kevin Dunn,David Koepp,hypnosis|murder|suspense,99,Horror|Mystery|Thriller,Artisan Entertainment,155,6.3,1999,9133087
0.682531,37000000,48451803,Magnolia,Julianne Moore|William H. Macy|John C. Reilly|Tom Cruise|Philip Baker Hall,Paul Thomas Anderson,farewell|regret|parents kids relationship|suicide attempt|becoming an adult,188,Drama,New Line Cinema|Ghoulardi Film Company|The Magnolia Project,430,7.3,1999,11451803
0.671069999999999,51000000,36911617,The Bachelor,Chris O'Donnell|RenÃ©e Zellweger|Artie Lange|Hal Holbrook|Ed Asner,Gary Sinyor,san francisco|bachelor|inheritance|wedding,101,Comedy,New Line Cinema|George Street Pictures|The Lloyd Segan Company,46,4.5,1999,-14088383
0.654013,75000000,14010690,Virus,Jamie Lee Curtis|William Baldwin|Donald Sutherland|Joanna Pacula|Marshall Bell,John Bruno,deserter|tornado|russian|alien life-form|shooting,99,Horror|Action|Science Fiction,Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company,60,4.9,1999,-60989310
0.640331,40000000,128798265,The Talented Mr. Ripley,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman,Anthony Minghella,venice|italy|gay|new york|lovesickness,139,Thriller|Crime|Drama,Paramount Pictures|Miramax Films|Timnick Films|Mirage Enterprises,435,6.9,1999,88798265
0.637814,27000000,56870414,Lake Placid,Bill Pullman|Bridget Fonda|Oliver Platt|Brendan Gleeson|Betty White,Steve Miner,diving|sheriff|lake|crocodile|deputy,82,Horror|Comedy|Action|Science Fiction|Thriller,Fox 2000 Pictures|Phoenix Pictures|Rocking Chair Productions,112,5.3,1999,29870414
0.63765,34000000,4217115,Detroit Rock City,Giuseppe Andrews|James DeBello|Edward Furlong|Sam Huntington|Lin Shaye,Adam Rifkin,parents kids relationship|kiss|music|independent film|youth,95,Comedy,New Line Cinema,38,6.4,1999,-29782885
0.636432,68000000,29762011,Mystery Men,Hank Azaria|Janeane Garofalo|William H. Macy|Kel Mitchell|Jenifer Lewis,Kinka Usher,bowling|hostage|sphinx|training|insane asylum,121,Adventure|Fantasy|Action|Comedy|Science Fiction,Universal Pictures|Dark Horse Entertainment|Golar Productions,115,5.4,1999,-38237989
0.617279,80000000,90874570,Fantasia 2000,Steve Martin|Quincy Jones|Bette Midler|James Earl Jones|Penn Jillette,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,orchestra|mickey mouse|whale|music|animation,74,Music|Animation|Family|Fantasy,Walt Disney Pictures|Walt Disney Television Animation|Richard Purdum Productions|Walt Disney Feature Animation,168,6.9,1999,10874570
0.614402,6500000,28451622,Go,Sarah Polley|Katie Holmes|Jay Mohr|Timothy Olyphant|William Fichtner,Doug Liman,ecstasy|drug dealing|drug|reference to family circus|high,98,Crime|Comedy|Thriller,Columbia Pictures,82,6.9,1999,21951622
0.614007,25000000,84565230,Never Been Kissed,Drew Barrymore|David Arquette|Michael Vartan|Molly Shannon|Jenny Bicks,Raja Gosnell,chicago|journalist|newspaper|undercover|entrapment,107,Romance|Comedy|Drama,Fox 2000 Pictures|Flower Films (II)|Bushwood Pictures|Never Been Kissed Productions,196,5.7,1999,59565230
0.585123,75000000,108000000,Three Kings,George Clooney|Mark Wahlberg|Ice Cube|Spike Jonze|Cliff Curtis,David O. Russell,gold|gulf war|three kings|iraq|kuwait,114,Action|Adventure|Comedy,Village Roadshow Pictures|Atlas Entertainment|Warner Bros.|Village-A.M. Partnership|Coast Ridge,412,6.3,1999,33000000
0.581756,82000000,47434430,Man on the Moon,Jim Carrey|Courtney Love|Bob Zmuda|Danny DeVito|Gerry Becker,MiloÅ¡ Forman,show business|comedian|wrestling,118,Comedy|Drama|Romance,Mutual Film Company,226,6.6,1999,-34565570
0.566661,25000000,13000000,Brokedown Palace,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim|Lou Diamond Phillips,Jonathan Kaplan,holiday|prison|thailand|drug|injustice,100,Drama|Thriller,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Adam Fields Productions|Two Girls Productions,52,6.3,1999,-12000000
0.548097,19000000,40846082,House on Haunted Hill,Geoffrey Rush|Famke Janssen|Taye Diggs|Peter Gallagher|Chris Kattan,William Malone,lunatic asylum|aftercreditsstinger,93,Horror|Mystery|Thriller,Dark Castle Entertainment|Warner Bros.,84,5.6,1999,21846082
0.508128,48000000,124305181,The Thomas Crown Affair,Pierce Brosnan|Rene Russo|Denis Leary|Ben Gazzara|Frankie Faison,John McTiernan,martinique|claude monet|famous painting|glider|insurance agent,113,Drama|Comedy|Crime|Romance,United Artists|Irish Dreamtime,196,6.7,1999,76305181
0.503460999999999,64000000,74608570,Random Hearts,Harrison Ford|Kristin Scott Thomas|Charles S. Dutton|Bonnie Hunt|Dennis Haysbert,Sydney Pollack,infidelity|politician|plane crash|death|death of husband,133,Drama|Romance,Columbia Pictures,32,5.3,1999,10608570
0.501242,15000000,2856712,eXistenZ,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar,David Cronenberg,video game|hacker|bodyguard|pop star|virtual reality,97,Action|Thriller|Science Fiction|Horror,Alliance Atlantis Communications|Natural Nylon Entertainment|Serendipity Point Films|TÃ©lÃ©film Canada|The Harold Greenberg Fund,229,6.6,1999,-12143288
0.498365,23000000,10827816,The End of the Affair,Ralph Fiennes|Stephen Rea|Julianne Moore|James Bolam|Ian Hart,Neil Jordan,bomb|sex|jealousy|infidelity|obsession,102,Drama,Columbia Pictures Corporation,24,6.1,1999,-12172184
0.49601,65000000,117758500,Blue Streak,Martin Lawrence|Luke Wilson|Dave Chappelle|Peter Greene|Nicole Ari Parker,Les Mayfield,robbery|diamant|police operation|police everyday life|thief,93,Thriller|Action|Comedy|Crime,Columbia Pictures,202,6.0,1999,52758500
0.480421,21000000,17762705,The Rage: Carrie 2,Emily Bergl|Jason London|Amy Irving|J. Smith-Cameron|Dylan Bruno,Katt Shea,suicide|male nudity|female nudity|fire|nudity,104,Horror|Thriller|Science Fiction,United Artists|Red Bank Films,33,5.1,1999,-3237295
0.47074,10000000,5241315,Black and White,Robert Downey Jr.|Scott Caan|Stacy Edwards|Allan Houston|Gaby Hoffmann,James Toback,independent film,98,Drama,Bigel / Mailer Films|Palm Pictures,11,4.7,1999,-4758685
0.454992,25000000,15156200,The Corruptor,Mark Wahlberg|Chow Yun-fat|Byron Mann|Kim Chan|Ric Young,James Foley,new york|life and death|gang war|police|china town,110,Action|Crime|Mystery|Thriller,New Line Cinema|Illusion Entertainment Group,30,6.1,1999,-9843800
0.418611,45000000,10667893,Universal Soldier: The Return,Jean-Claude Van Damme|Kiana Tom|Bill Goldberg|Michael Jai White|Heidi Schanz,Mic Rodgers,super computer|computer program|destiny|timebomb,82,Action|Science Fiction,TriStar Pictures|Baumgarten-Prophet Entertainment,74,4.5,1999,-34332107
0.383326,80000000,73345029,Life,Eddie Murphy|Martin Lawrence|Obba BabatundÃ©|Nick Cassavetes|Bernie Mac,Ted Demme,mississippi|racist|bootlegging|criminal|life imprisonment,108,Comedy|Crime|Drama,Imagine Entertainment|Universal Pictures,87,6.6,1999,-6654971
0.382872,23000000,18653615,Anywhere But Here,Susan Sarandon|Natalie Portman|Hart Bochner|Eileen Ryan|Ray Baker,Wayne Wang,dream,114,Drama|Comedy|Romance,Twentieth Century Fox Film Corporation|Fox 2000 Pictures,42,5.9,1999,-4346385
0.378188,75000000,19598588,The Astronaut's Wife,Johnny Depp|Charlize Theron|Joe Morton|Clea DuVall|Nick Cassavetes,Rand Ravich,wife husband relationship|space travel|space|mission|pregnancy,109,Drama|Science Fiction|Thriller,New Line Cinema|Mad Chance,132,5.4,1999,-55401412
0.88284,65000000,36850101,My Favorite Martian,Jeff Daniels|Elizabeth Hurley|Daryl Hannah|Christopher Lloyd|Wallace Shawn,Donald Petrie,alien|martian|based on tv series|fish out of water,94,Comedy|Drama|Family|Science Fiction,Walt Disney Pictures,43,5.2,1999,-28149899
0.274419,10000000,3193102,The Limey,Terence Stamp|Lesley Ann Warren|Luis GuzmÃ¡n|Barry Newman|Joe Dallesandro,Steven Soderbergh,prison|release from prison|record producer|daughter|loss,89,Drama|Action|Thriller|Crime|Mystery,Artisan Entertainment,38,6.6,1999,-6806898
0.35206,25,13,Angela's Ashes,Emily Watson|Robert Carlyle|Joe Breen|Michael Legge|Ciaran Owens,Alan Parker,emigration|irish-american|hunger|socially deprived family|famine,145,Drama,Paramount Pictures|Universal Pictures,24,7.0,1999,-12
0.573718,50000000,58900031,The Story of Us,Bruce Willis|Michelle Pfeiffer|Rob Reiner|Colleen Rennison|Jake Sandvig,Rob Reiner,love of one's life|therapist|psychology|wedding|relationship,95,Comedy|Drama|Romance,Universal Pictures|Castle Rock Entertainment,42,5.9,1999,8900031
0.257547,8000000,17843379,Drive Me Crazy,Melissa Joan Hart|Stephen Collins|Adrian Grenier|Susan May Pratt|Ali Larter,John Schultz,high school|prom|next door neighbor,91,Drama|Comedy|Romance|Family,Twentieth Century Fox Film Corporation|Grand March Productions|Amy Robinson Productions,34,5.9,1999,9843379
1.104937,24000000,16290976,Muppets from Space,Steve Whitmire|Dave Goelz|Bill Barretta|Frank Oz|Jerry Nelson,Tim Hill,puppet|the muppets,87,Fantasy|Comedy|Science Fiction|Family,"Columbia Pictures|Jim Henson Company, The",50,5.7,1999,-7709024
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Rob Schneider|William Forsythe|Eddie Griffin|Arija Bareikis|Oded Fehr,Mike Mitchell,fish|aquarium|carnival|house|callboy,88,Comedy,Happy Madison Productions|Quinta Communications|Touchstone Pictures,154,5.3,1999,48535067
0.323791,25000000,4152230,Idle Hands,Devon Sawa|Seth Green|Jessica Alba|Vivica A. Fox|Christopher Hart,Rodman Flender|Christian P. Della Penna,attic|knitting needle|noise complaint|crawling hand|angel costume,92,Thriller|Comedy|Horror,Columbia Pictures Corporation|Team Todd|Licht/Mueller Film Corporation,83,6.1,1999,-20847770
0.322499,55000000,100230832,Any Given Sunday,Al Pacino|Cameron Diaz|Dennis Quaid|James Woods|Jamie Foxx,Oliver Stone,american football|trainer|training|american football coach|sport,150,Drama,Donners' Company|Ixtlan|Warner Bros.,231,6.8,1999,45230832
0.322339,38000000,28121100,The Deep End of the Ocean,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg|Jonathan Jackson|Cory Buck,Ulu Grosbard,boy|reunion|kidnap,106,Drama|Mystery,Columbia Pictures Corporation|Mandalay Entertainment,26,5.8,1999,-9878900
0.312827,600000,4000000,Human Traffic,John Simm|Danny Dyer|Lorraine Pilkington|Shaun Parkes|Nicola Reynolds,Justin Kerrigan,sex|salesclerk|fast food restaurant|boredom|relationship problems,99,Comedy|Drama,Irish Screen,42,6.8,1999,3400000
0.377269,13000000,8946237,Teaching Mrs. Tingle,Helen Mirren|Katie Holmes|Jeffrey Tambor|Molly Ringwald|Vivica A. Fox,Kevin Williamson,pornography|gay kiss|exam|bed|graduation,96,Comedy|Thriller,Konrad Pictures|Dimension Films|Interscope Communications,39,5.3,1999,-4053763
0.285902,10000000,10571408,Drop Dead Gorgeous,Kirsten Dunst|Ellen Barkin|Denise Richards|Amy Adams|Kirstie Alley,Michael Patrick Jann,minnesota|mother role|beauty contest|girl from the province|hicktown,98,Comedy,New Line Cinema|Capella International|KC Medien AG,41,6.2,1999,571408
0.231418,6000000,4398989,Simply Irresistible,Sarah Michelle Gellar|Sean Patrick Flanery|Dylan Baker|Patricia Clarkson|Lawrence Gilliard Jr.,Mark Tarlov,restaurant|department store|kitchen|love|crab,95,Comedy,20th Century Fox|Regency Enterprises|New Regency Pictures|Taurus Film|Polar Entertainment Corporation,28,6.2,1999,-1601011
